student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,email_valid,phone_valid,profile_json_parsed,hobbies,skills,family,devices,skills_python,skills_excel,skills_sql,skills_soft,family_siblings,family_income_father,family_income_mother,device_types,device_brands,device_years,addr_city,addr_district,addr_postal
440,Scott Bailey ,20,Female,100,,South Cynthiamouth,,1998-01-08 00:00:00,Data Science,100.0,inactive,3.06,average,157.0,1993-01-07 19:37:00,"East Melissa 19-kv, dom 44, Tashkent","{""hobbies"": [""wrong"", ""central""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 5}, ""soft"": [""anyone"", ""space""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 513, ""mother"": 1090}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",False,False,"{""hobbies"": [""wrong"", ""central""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 5}, ""soft"": [""anyone"", ""space""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 513, ""mother"": 1090}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",wrong|central,"{""tech"": {""python"": 2, ""excel"": 3, ""sql"": 5}, ""soft"": [""anyone"", ""space""]}","{""siblings"": 4, ""income"": {""father"": 513, ""mother"": 1090}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]",2.0,3.0,5.0,anyone|space,4.0,513.0,1090.0,laptop|phone,HP|Samsung,2022|2024,Tashkent,East Melissa,
441,Christopher Stevenson ,18,Female,95,,Lake Marilyn,,2023-06-07 00:00:00,Python,70.0,inactive,3.06,good,299.0,1973-11-19 00:00:00,"Kathleenchester 19-kv, dom 10, Tashkent","{'hobbies': ['full', 'for'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 3}, 'soft': ['present', 'standard']}, 'family': {'siblings': 1, 'income': {'father': 438, 'mother': 1473}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}",False,False,"{""hobbies"": [""full"", ""for""], ""skills"": {""tech"": {""python"": 1, ""excel"": 3, ""sql"": 3}, ""soft"": [""present"", ""standard""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 438, ""mother"": 1473}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}",full|for,"{""tech"": {""python"": 1, ""excel"": 3, ""sql"": 3}, ""soft"": [""present"", ""standard""]}","{""siblings"": 1, ""income"": {""father"": 438, ""mother"": 1473}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]",1.0,3.0,3.0,present|standard,1.0,438.0,1473.0,laptop|phone,Dell|Samsung,2018|2020,Tashkent,Kathleenchester,
442,Chris Hernandez,19,Unknown,90,+13498991644,Taylorview,,2005-10-11 00:00:00,Python,65.0,pending,3.06,excellent,236.0,1998-06-14 16:34:54,"Apartment 32, Tammychester district, Tashkent, UZ, 100928","{""hobbies"": [""matter"", ""test""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 5}, ""soft"": [""as"", ""work""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 956, ""mother"": 612}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}",False,True,"{""hobbies"": [""matter"", ""test""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 5}, ""soft"": [""as"", ""work""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 956, ""mother"": 612}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}",matter|test,"{""tech"": {""python"": 1, ""excel"": 1, ""sql"": 5}, ""soft"": [""as"", ""work""]}","{""siblings"": 3, ""income"": {""father"": 956, ""mother"": 612}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]",1.0,1.0,5.0,as|work,3.0,956.0,612.0,laptop|phone,HP|Samsung,2019|2020,Tashkent,Tammychester district,100928
443,Unknown,18,Female,69,+13634269766,Meyershire,,1995-12-07 14:03:00,Python,100.0,active,3.7,excellent,297.0,2021-07-03 07:42:01,"721 Ball Camp Suite 246, Hernandeztown","{'hobbies': ['official', 'choice'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 3}, 'soft': ['green', 'again']}, 'family': {'siblings': 0, 'income': {'father': 883, 'mother': 1290}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}",False,True,"{""hobbies"": [""official"", ""choice""], ""skills"": {""tech"": {""python"": 1, ""excel"": 3, ""sql"": 3}, ""soft"": [""green"", ""again""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 883, ""mother"": 1290}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",official|choice,"{""tech"": {""python"": 1, ""excel"": 3, ""sql"": 3}, ""soft"": [""green"", ""again""]}","{""siblings"": 0, ""income"": {""father"": 883, ""mother"": 1290}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]",1.0,3.0,3.0,green|again,0.0,883.0,1290.0,laptop|phone,Dell|Xiaomi,2024|2021,Hernandeztown,721 Ball Camp Suite 246,
444,Unknown,19,Unknown,90,+18401183990,East Brianport,,2021-12-17 23:52:06,Python,100.0,active,3.07,excellent,213.0,2021-12-25 23:23:40,"Apartment 44, East Michele district, Tashkent, UZ, 100459","{""hobbies"": [""leader"", ""everything""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 5}, ""soft"": [""public"", ""level""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1489, ""mother"": 423}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",False,True,"{""hobbies"": [""leader"", ""everything""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 5}, ""soft"": [""public"", ""level""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1489, ""mother"": 423}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",leader|everything,"{""tech"": {""python"": 5, ""excel"": 4, ""sql"": 5}, ""soft"": [""public"", ""level""]}","{""siblings"": 4, ""income"": {""father"": 1489, ""mother"": 423}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]",5.0,4.0,5.0,public|level,4.0,1489.0,423.0,laptop|phone,HP|Apple,2024|2019,Tashkent,East Michele district,100459
445,Nathan Bell ,20,Unknown,87,+13845418009,West Tylerport,,2008-05-23 21:21:36,Python,100.0,active,3.06,average,192.0,2017-12-05 00:00:00,"5951 Richard Common, Wilsonview","{'hobbies': ['what', 'sometimes'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 2}, 'soft': ['dinner', 'where']}, 'family': {'siblings': 4, 'income': {'father': 720, 'mother': 814}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}",False,True,"{""hobbies"": [""what"", ""sometimes""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 2}, ""soft"": [""dinner"", ""where""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 720, ""mother"": 814}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}",what|sometimes,"{""tech"": {""python"": 2, ""excel"": 4, ""sql"": 2}, ""soft"": [""dinner"", ""where""]}","{""siblings"": 4, ""income"": {""father"": 720, ""mother"": 814}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]",2.0,4.0,2.0,dinner|where,4.0,720.0,814.0,laptop|phone,HP|Apple,2019|2024,Wilsonview,5951 Richard Common,
446,Michael Delgado ,18,Female,92,+17570816072,East Michelle,lbailey@gmail.com,2024-01-17 11:00:00,Python,95.0,pending,3.7,excellent,215.0,2021-07-14 06:26:55,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['article', 'west'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['call', 'edge']}, 'family': {'siblings': 3, 'income': {'father': 1085, 'mother': 1135}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}",True,True,"{""hobbies"": [""article"", ""west""], ""skills"": {""tech"": {""python"": 3, ""excel"": 1, ""sql"": 1}, ""soft"": [""call"", ""edge""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1085, ""mother"": 1135}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]}",article|west,"{""tech"": {""python"": 3, ""excel"": 1, ""sql"": 1}, ""soft"": [""call"", ""edge""]}","{""siblings"": 3, ""income"": {""father"": 1085, ""mother"": 1135}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]",3.0,1.0,1.0,call|edge,3.0,1085.0,1135.0,laptop|phone,HP|Xiaomi,2015|2024,,,
447,Brandy King ,20,Unknown,81,,East Mark,,1997-07-11 00:00:00,Data Science,100.0,active,0.0,excellent,117.0,1983-12-01 00:00:00,"39753 Emily Harbors, North Danielleview","{""hobbies"": [""center"", ""benefit""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 4}, ""soft"": [""still"", ""piece""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 669, ""mother"": 732}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",False,False,"{""hobbies"": [""center"", ""benefit""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 4}, ""soft"": [""still"", ""piece""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 669, ""mother"": 732}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",center|benefit,"{""tech"": {""python"": 3, ""excel"": 4, ""sql"": 4}, ""soft"": [""still"", ""piece""]}","{""siblings"": 4, ""income"": {""father"": 669, ""mother"": 732}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]",3.0,4.0,4.0,still|piece,4.0,669.0,732.0,laptop|phone,Dell|Apple,2023|2018,North Danielleview,39753 Emily Harbors,
448,Karen Martinez ,20,Unknown,70,,Owenfort,,1976-05-18 00:00:00,Python,60.0,pending,3.06,excellent,252.0,2021-12-30 03:33:45,UZ 100447 Tashkent New Kevin,"{hobbies:['white', 'think']}",False,False,"{""hobbies"": [""white"", ""think""]}",white|think,,,,,,,,,,,,,,Tashkent,New Kevin,100447
449,Jeffery Miller ,20,Female,71,+13054362371,Thomasstad,,2022-01-27 23:34:09,Data Science,100.0,pending,3.06,excellent,251.0,1980-12-01 20:14:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""assume"", ""assume""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 5}, ""soft"": [""the"", ""front""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 976, ""mother"": 689}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",False,True,"{""hobbies"": [""assume"", ""assume""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 5}, ""soft"": [""the"", ""front""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 976, ""mother"": 689}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",assume|assume,"{""tech"": {""python"": 5, ""excel"": 5, ""sql"": 5}, ""soft"": [""the"", ""front""]}","{""siblings"": 0, ""income"": {""father"": 976, ""mother"": 689}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]",5.0,5.0,5.0,the|front,0.0,976.0,689.0,laptop|phone,Dell|Apple,2024|2018,,,
450,Daniel Murphy,19,Unknown,70,,Lake Nathan,joseph15@may-martinez.info,2025-11-12 00:00:00,Python,97.0,pending,0.0,excellent,243.0,2019-04-05 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['raise', 'skill'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 2}, 'soft': ['personal', 'long']}, 'family': {'siblings': 1, 'income': {'father': 491, 'mother': 799}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}",True,False,"{""hobbies"": [""raise"", ""skill""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 2}, ""soft"": [""personal"", ""long""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 491, ""mother"": 799}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",raise|skill,"{""tech"": {""python"": 5, ""excel"": 3, ""sql"": 2}, ""soft"": [""personal"", ""long""]}","{""siblings"": 1, ""income"": {""father"": 491, ""mother"": 799}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]",5.0,3.0,2.0,personal|long,1.0,491.0,799.0,laptop|phone,Lenovo|Samsung,2017|2024,,,
451,Amber Brooks,21,Female,69,+11923853074,East Don,richard36@gmail.com,1991-11-09 00:00:00,Data Science,100.0,pending,0.0,excellent,193.0,2018-02-06 00:00:00,"Lake David 11-kv, dom 11, Tashkent","{'hobbies': ['hour', 'ready'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 1}, 'soft': ['once', 'general']}, 'family': {'siblings': 4, 'income': {'father': 693, 'mother': 444}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",True,True,"{""hobbies"": [""hour"", ""ready""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 1}, ""soft"": [""once"", ""general""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 693, ""mother"": 444}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2023}]}",hour|ready,"{""tech"": {""python"": 1, ""excel"": 5, ""sql"": 1}, ""soft"": [""once"", ""general""]}","{""siblings"": 4, ""income"": {""father"": 693, ""mother"": 444}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2023}]",1.0,5.0,1.0,once|general,4.0,693.0,444.0,laptop|phone,Lenovo|Xiaomi,2021|2023,Tashkent,Lake David,
452,Anna Ayers ,22,Unknown,63,+11012705764,Lake Kim,,1974-12-02 00:00:00,Data Science,100.0,inactive,3.06,excellent,235.0,2001-12-26 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['five', 'animal']}",False,True,"{""hobbies"": [""five"", ""animal""]}",five|animal,,,,,,,,,,,,,,,,
453,Julie Flores ,18,Female,87,+13635720111,North Josephchester,,2007-02-14 00:00:00,Data Science,100.0,active,3.06,excellent,122.0,2014-10-09 12:03:00,UZ 100779 Tashkent Sophiashire,INVALID_JSON_DATA,False,True,,,,,,,,,,,,,,,,Tashkent,Sophiashire,100779
454,Michael Riley,20,Unknown,87,+15453082963,Jamesside,bnewman@edwards.net,1985-02-12 00:00:00,Python,100.0,active,3.06,average,198.0,2023-05-05 13:31:41,"South Jonathanview 11-kv, dom 15, Tashkent","{hobbies:['debate', 'whether']}",True,True,"{""hobbies"": [""debate"", ""whether""]}",debate|whether,,,,,,,,,,,,,,Tashkent,South Jonathanview,
455,Emily Ray ,22,Female,87,+18430547914,North Christopherton,,1997-05-10 12:19:37,Data Science,100.0,active,3.06,excellent,184.0,1998-03-18 21:57:58,UZ 100680 Tashkent Cartermouth,"{""hobbies"": [""may"", ""challenge""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 4}, ""soft"": [""wife"", ""mouth""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1386, ""mother"": 1411}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",False,True,"{""hobbies"": [""may"", ""challenge""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 4}, ""soft"": [""wife"", ""mouth""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1386, ""mother"": 1411}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",may|challenge,"{""tech"": {""python"": 5, ""excel"": 2, ""sql"": 4}, ""soft"": [""wife"", ""mouth""]}","{""siblings"": 0, ""income"": {""father"": 1386, ""mother"": 1411}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]",5.0,2.0,4.0,wife|mouth,0.0,1386.0,1411.0,laptop|phone,Lenovo|Xiaomi,2015|2019,Tashkent,Cartermouth,100680
456,Unknown,20,Female,63,,Perezmouth,,2004-12-05 00:00:00,Python,84.0,active,3.06,good,189.0,2019-07-22 17:48:42,"11041 Kristen Mountain, Stewartshire",INVALID_JSON_DATA,False,False,,,,,,,,,,,,,,,,Stewartshire,11041 Kristen Mountain,
457,Wendy Williams,20,Female,54,+12544662154,Port Luisstad,rogershannah@calderon-romero.com,2010-09-17 20:25:00,Python,72.0,pending,3.7,excellent,279.0,2003-06-22 09:06:00,"New Katherine 17-kv, dom 14, Tashkent","{hobbies:['program', 'employee']}",True,True,"{""hobbies"": [""program"", ""employee""]}",program|employee,,,,,,,,,,,,,,Tashkent,New Katherine,
458,Steven Gray ,18,Male,93,+12311405276,Rogerville,,1993-09-08 11:26:29,Python,84.0,inactive,3.7,excellent,214.0,2020-02-16 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['garden', 'Mrs'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 5}, 'soft': ['ten', 'safe']}, 'family': {'siblings': 1, 'income': {'father': 819, 'mother': 1374}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}",False,True,"{""hobbies"": [""garden"", ""Mrs""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 5}, ""soft"": [""ten"", ""safe""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 819, ""mother"": 1374}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}",garden|Mrs,"{""tech"": {""python"": 4, ""excel"": 2, ""sql"": 5}, ""soft"": [""ten"", ""safe""]}","{""siblings"": 1, ""income"": {""father"": 819, ""mother"": 1374}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]",4.0,2.0,5.0,ten|safe,1.0,819.0,1374.0,laptop|phone,Lenovo|Samsung,2022|2023,,,
459,Melanie Kline ,20,Female,91,+10961195797,Rodriguezborough,,1972-10-28 00:00:00,Python,100.0,pending,3.06,excellent,290.0,2025-08-15 00:00:00,UZ 100349 Tashkent Bryantmouth,"{'hobbies': ['throw', 'free'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 4}, 'soft': ['identify', 'network']}, 'family': {'siblings': 5, 'income': {'father': 1179, 'mother': 918}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}",False,True,"{""hobbies"": [""throw"", ""free""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 4}, ""soft"": [""identify"", ""network""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1179, ""mother"": 918}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}",throw|free,"{""tech"": {""python"": 2, ""excel"": 2, ""sql"": 4}, ""soft"": [""identify"", ""network""]}","{""siblings"": 5, ""income"": {""father"": 1179, ""mother"": 918}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]",2.0,2.0,4.0,identify|network,5.0,1179.0,918.0,laptop|phone,HP|Xiaomi,2016|2022,Tashkent,Bryantmouth,100349
460,Unknown,20,Unknown,66,+14965194828,West Frankfurt,krystal72@hotmail.com,1981-04-29 17:52:19,Data Science,100.0,inactive,3.7,excellent,124.0,1970-10-13 21:54:00,"4044 Ashley Canyon Suite 093, Eugenebury","{""hobbies"": [""Democrat"", ""ago""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""fall"", ""nor""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 769, ""mother"": 1087}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}",True,True,"{""hobbies"": [""Democrat"", ""ago""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""fall"", ""nor""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 769, ""mother"": 1087}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}",Democrat|ago,"{""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""fall"", ""nor""]}","{""siblings"": 4, ""income"": {""father"": 769, ""mother"": 1087}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]",1.0,2.0,3.0,fall|nor,4.0,769.0,1087.0,laptop|phone,Lenovo|Samsung,2016|2023,Eugenebury,4044 Ashley Canyon Suite 093,
461,Unknown,20,Male,77,,East Morgan,christine49@hoffman-edwards.org,1998-01-08 00:00:00,Data Science,100.0,pending,3.7,excellent,173.0,2021-10-05 21:24:34,"Apartment 31, New Tristanstad district, Tashkent, UZ, 100639","{'hobbies': ['defense', 'on'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 3}, 'soft': ['argue', 'establish']}, 'family': {'siblings': 3, 'income': {'father': 1233, 'mother': 1205}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",True,False,"{""hobbies"": [""defense"", ""on""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 3}, ""soft"": [""argue"", ""establish""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1233, ""mother"": 1205}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}",defense|on,"{""tech"": {""python"": 5, ""excel"": 1, ""sql"": 3}, ""soft"": [""argue"", ""establish""]}","{""siblings"": 3, ""income"": {""father"": 1233, ""mother"": 1205}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]",5.0,1.0,3.0,argue|establish,3.0,1233.0,1205.0,laptop|phone,HP|Samsung,2022|2022,Tashkent,New Tristanstad district,100639
462,Andrea Clark,22,Unknown,90,+17407341280,Santosborough,alisha02@fisher-frye.net,2021-08-06 01:50:49,Data Science,100.0,pending,3.06,excellent,201.0,1999-03-21 00:00:00,"37125 Harris Ridges, Feliciahaven","{hobbies:['cultural', 'miss']}",True,True,"{""hobbies"": [""cultural"", ""miss""]}",cultural|miss,,,,,,,,,,,,,,Feliciahaven,37125 Harris Ridges,
463,Unknown,20,Male,90,+18258431868,Teresaton,,2022-09-25 06:45:25,Data Science,100.0,active,3.06,excellent,151.0,2025-11-01 07:48:18,"Apartment 17, East Melanieton district, Tashkent, UZ, 100892","{'hobbies': ['for', 'program'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 3}, 'soft': ['front', 'get']}, 'family': {'siblings': 3, 'income': {'father': 844, 'mother': 1300}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",False,True,"{""hobbies"": [""for"", ""program""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 3}, ""soft"": [""front"", ""get""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 844, ""mother"": 1300}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",for|program,"{""tech"": {""python"": 5, ""excel"": 2, ""sql"": 3}, ""soft"": [""front"", ""get""]}","{""siblings"": 3, ""income"": {""father"": 844, ""mother"": 1300}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]",5.0,2.0,3.0,front|get,3.0,844.0,1300.0,laptop|phone,Dell|Samsung,2019|2018,Tashkent,East Melanieton district,100892
